title,author,publisher,description,new_this_week,weeks_on_list,isbn,image_url,scrape_date
ALL ABOUT LOVE,bell hooks,Morrow,The late feminist icon explores the causes of a polarized society and the meaning of love.,True,2.0,0060959479,https://storage.googleapis.com/du-prd/books/images/9780060959470.jpg,2022-01-04
THE BEATLES: GET BACK,the Beatles,Callaway,"The story of the making of the band’s final album, gathered from transcripts of their conversations.",True,7.0,0935112960,https://storage.googleapis.com/du-prd/books/images/9780935112962.jpg,2022-01-04
THE DEFENSE LAWYER,James Patterson and Benjamin Wallace,"Little, Brown","A biography of Barry Slotnick, whose clients have included Bette Midler, John Gotti and Bernhard Goetz.",True,,0316494372,https://storage.googleapis.com/du-prd/books/images/9780316494373.jpg,2022-01-04
ALL ABOUT ME!,Mel Brooks,Ballantine,"The EGOT and Kennedy Center honoree shares stories about making comedy for the stage, film and television.",True,2.0,059315911X,https://storage.googleapis.com/du-prd/books/images/9780593159118.jpg,2022-01-04
THE 1619 PROJECT,"edited Nikole Hannah-Jones, Caitlin Roper, Ilena Silverman and Jake Silverstein",One World,"Viewing America’s entanglement with slavery and its legacy, in essays adapted and expanded from The New York Times Magazine.",True,7.0,0593230574,https://storage.googleapis.com/du-prd/books/images/9780593230572.jpg,2022-01-11
WILL,Will Smith with Mark Manson,Penguin Press,"The actor, producer and musician tells his life story and lessons he learned along the way.",True,8.0,1984877925,https://storage.googleapis.com/du-prd/books/images/9781984877925.jpg,2022-01-11
THE YEAR OF MAGICAL THINKING,Joan Didion,Vintage,Winner of the National Book Award in 2005. The late writer recounts her daughter’s illness and husband’s death.,True,,1400078431,https://storage.googleapis.com/du-prd/books/images/9781400078431.jpg,2022-01-11
THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin,"How trauma affects the body and mind, and innovative treatments for recovery.",True,71.0,0670785938,https://storage.googleapis.com/du-prd/books/images/9780670785933.jpg,2022-01-11
THE STORYTELLER,Dave Grohl,Dey Street,A memoir by the musician known for his work with Foo Fighters and Nirvana.,True,13.0,0063076098,https://storage.googleapis.com/du-prd/books/images/9780063076099.jpg,2022-01-11
CRYING IN H MART,Michelle Zauner,Knopf,"The daughter of a Korean mother and Jewish-American father, and leader of the indie rock project Japanese Breakfast, describes creating her own identity after losing her mother to cancer.",True,14.0,0525657746,https://storage.googleapis.com/du-prd/books/images/9780525657743.jpg,2022-01-11
GREENLIGHTS,Matthew McConaughey,Crown,The Academy Award-winning actor shares snippets from the diaries he kept over the last 35 years.,True,50.0,0593139135,https://storage.googleapis.com/du-prd/books/images/9780593139134.jpg,2022-01-11
TASTE,Stanley Tucci,Gallery,"The award-winning actor reflects on his career, Italian-American heritage, meals and mishaps.",True,12.0,1982168013,https://storage.googleapis.com/du-prd/books/images/9781982168018.jpg,2022-01-11
UNTAMED,Glennon Doyle,Dial,The activist and public speaker describes her journey of listening to her inner voice.,True,80.0,1984801252,https://storage.googleapis.com/du-prd/books/images/9781984801258.jpg,2022-01-11
ALL ABOUT LOVE,bell hooks,Morrow,The late feminist icon explores the causes of a polarized society and the meaning of love.,True,3.0,0060959479,https://storage.googleapis.com/du-prd/books/images/9780060959470.jpg,2022-01-11
THE LYRICS: 1956 TO THE PRESENT,Paul McCartney,Liveright,"A two-volume celebration of 154 songs, with handwritten texts, paintings and photographs from the songwriter’s archives.",True,9.0,163149256X,https://storage.googleapis.com/du-prd/books/images/9781324094098.jpg,2022-01-11
THE DAWN OF EVERYTHING,David Graeber and David Wengrow,"Farrar, Straus & Giroux",A reinvestigation of social evolution and suggestions for new ways of organizing society.,True,5.0,0374157359,https://storage.googleapis.com/du-prd/books/images/9780374157357.jpg,2022-01-11
THE REAL ANTHONY FAUCI,Robert F. Kennedy Jr.,Skyhorse,The anti-vaccine advocate gives his take on the chief medical advisor to the president.,True,6.0,1510766804,https://storage.googleapis.com/du-prd/books/images/9781510766808.jpg,2022-01-11
ALL ABOUT ME!,Mel Brooks,Ballantine,"The EGOT and Kennedy Center honoree shares stories about making comedy for the stage, film and television.",True,3.0,059315911X,https://storage.googleapis.com/du-prd/books/images/9780593159118.jpg,2022-01-11
VANDERBILT,Anderson Cooper and Katherine Howe,Harper,The CNN host and descendant of the Vanderbilt family charts the rise and fall of this American dynasty.,True,7.0,0062964615,https://storage.googleapis.com/du-prd/books/images/9780062964618.jpg,2022-01-11
UNTHINKABLE,Jamie Raskin,Harper,The Maryland congressman describes leading the impeachment effort against the former president shortly after his son’s death by suicide and the insurrection at the Capitol.,True,,0063209780,https://storage.googleapis.com/du-prd/books/images/9780063209787.jpg,2022-01-18
THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin,"How trauma affects the body and mind, and innovative treatments for recovery.",True,72.0,0670785938,https://storage.googleapis.com/du-prd/books/images/9780670785933.jpg,2022-01-18
THE 1619 PROJECT,"edited Nikole Hannah-Jones, Caitlin Roper, Ilena Silverman and Jake Silverstein",One World,"Viewing America’s entanglement with slavery and its legacy, in essays adapted and expanded from The New York Times Magazine.",True,8.0,0593230574,https://storage.googleapis.com/du-prd/books/images/9780593230572.jpg,2022-01-18
CRYING IN H MART,Michelle Zauner,Knopf,"The daughter of a Korean mother and Jewish-American father, and leader of the indie rock project Japanese Breakfast, describes creating her own identity after losing her mother to cancer.",True,15.0,0525657746,https://storage.googleapis.com/du-prd/books/images/9780525657743.jpg,2022-01-18
WILL,Will Smith with Mark Manson,Penguin Press,"The actor, producer and musician tells his life story and lessons he learned along the way.",True,9.0,1984877925,https://storage.googleapis.com/du-prd/books/images/9781984877925.jpg,2022-01-18
THE STORYTELLER,Dave Grohl,Dey Street,A memoir by the musician known for his work with Foo Fighters and Nirvana.,True,14.0,0063076098,https://storage.googleapis.com/du-prd/books/images/9780063076099.jpg,2022-01-18
ALL ABOUT LOVE,bell hooks,Morrow,The late feminist icon explores the causes of a polarized society and the meaning of love.,True,4.0,0060959479,https://storage.googleapis.com/du-prd/books/images/9780060959470.jpg,2022-01-18
UNTAMED,Glennon Doyle,Dial,The activist and public speaker describes her journey of listening to her inner voice.,True,81.0,1984801252,https://storage.googleapis.com/du-prd/books/images/9781984801258.jpg,2022-01-18
THE YEAR OF MAGICAL THINKING,Joan Didion,Vintage,Winner of the National Book Award in 2005. The late writer recounts her daughter’s illness and husband’s death.,True,2.0,1400078431,https://storage.googleapis.com/du-prd/books/images/9781400078431.jpg,2022-01-18
GREENLIGHTS,Matthew McConaughey,Crown,The Academy Award-winning actor shares snippets from the diaries he kept over the last 35 years.,True,51.0,0593139135,https://storage.googleapis.com/du-prd/books/images/9780593139134.jpg,2022-01-18
PERIL,Bob Woodward and Robert Costa,Simon & Schuster,The Washington Post journalists detail the dangers and challenges during the transition to the Biden presidency.,True,9.0,1982182911,https://storage.googleapis.com/du-prd/books/images/9781982182915.jpg,2022-01-18
THE DAWN OF EVERYTHING,David Graeber and David Wengrow,"Farrar, Straus & Giroux",A reinvestigation of social evolution and suggestions for new ways of organizing society.,True,6.0,0374157359,https://storage.googleapis.com/du-prd/books/images/9780374157357.jpg,2022-01-18
WHAT HAPPENED TO YOU?,Bruce D. Perry and Oprah Winfrey,Flatiron,An approach to dealing with trauma that shifts an essential question used to investigate it.,True,23.0,1250223180,https://storage.googleapis.com/du-prd/books/images/9781250223180.jpg,2022-01-18
THE REAL ANTHONY FAUCI,Robert F. Kennedy Jr.,Skyhorse,The anti-vaccine advocate gives his take on the chief medical advisor to the president.,True,7.0,1510766804,https://storage.googleapis.com/du-prd/books/images/9781510766808.jpg,2022-01-18
TASTE,Stanley Tucci,Gallery,"The award-winning actor reflects on his career, Italian-American heritage, meals and mishaps.",True,13.0,1982168013,https://storage.googleapis.com/du-prd/books/images/9781982168018.jpg,2022-01-18
THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin,"How trauma affects the body and mind, and innovative treatments for recovery.",True,73.0,0670785938,https://storage.googleapis.com/du-prd/books/images/9780670785933.jpg,2022-01-25
UNTHINKABLE,Jamie Raskin,Harper,The Maryland congressman describes leading the impeachment effort against the former president shortly after his son’s death by suicide and the insurrection at the Capitol.,True,2.0,0063209780,https://storage.googleapis.com/du-prd/books/images/9780063209787.jpg,2022-01-25
THE 1619 PROJECT,"edited Nikole Hannah-Jones, Caitlin Roper, Ilena Silverman and Jake Silverstein",One World,"Viewing America’s entanglement with slavery and its legacy, in essays adapted and expanded from The New York Times Magazine.",True,9.0,0593230574,https://storage.googleapis.com/du-prd/books/images/9780593230572.jpg,2022-01-25
HOW CIVIL WARS START,Barbara F. Walter,Crown,A political scientist looks at increasing civil wars around the globe and the potential for a second one in the United States.,True,,0593137787,https://storage.googleapis.com/du-prd/books/images/9780593137789.jpg,2022-01-25
GREENLIGHTS,Matthew McConaughey,Crown,The Academy Award-winning actor shares snippets from the diaries he kept over the last 35 years.,True,52.0,0593139135,https://storage.googleapis.com/du-prd/books/images/9780593139134.jpg,2022-01-25
WILL,Will Smith with Mark Manson,Penguin Press,"The actor, producer and musician tells his life story and lessons he learned along the way.",True,10.0,1984877925,https://storage.googleapis.com/du-prd/books/images/9781984877925.jpg,2022-01-25
CRYING IN H MART,Michelle Zauner,Knopf,"The daughter of a Korean mother and Jewish-American father, and leader of the indie rock project Japanese Breakfast, describes creating her own identity after losing her mother to cancer.",True,16.0,0525657746,https://storage.googleapis.com/du-prd/books/images/9780525657743.jpg,2022-01-25
CHASING HISTORY,Carl Bernstein,Holt,"The Pulitzer Prize-winning journalist details his journey of self-education in the newsrooms of Washington, D.C.",True,,1627791507,https://storage.googleapis.com/du-prd/books/images/9781627791502.jpg,2022-01-25
ALL ABOUT LOVE,bell hooks,Morrow,The late feminist icon explores the causes of a polarized society and the meaning of love.,True,5.0,0060959479,https://storage.googleapis.com/du-prd/books/images/9780060959470.jpg,2022-01-25
THE STORYTELLER,Dave Grohl,Dey Street,A memoir by the musician known for his work with Foo Fighters and Nirvana.,True,15.0,0063076098,https://storage.googleapis.com/du-prd/books/images/9780063076099.jpg,2022-01-25
UNTAMED,Glennon Doyle,Dial,The activist and public speaker describes her journey of listening to her inner voice.,True,82.0,1984801252,https://storage.googleapis.com/du-prd/books/images/9781984801258.jpg,2022-01-25
BRAIDING SWEETGRASS,Robin Wall Kimmerer,Milkweed Editions,A botanist and member of the Citizen Potawatomi Nation espouses having an understanding and appreciation of plants and animals.,True,25.0,1571313567,https://storage.googleapis.com/du-prd/books/images/9781571313560.jpg,2022-01-25
A LITTLE CLOSER TO HOME,Ginger Zee,Hyperion Avenue,The chief meteorologist for ABC News shares some of her childhood difficulties and ongoing struggles.,True,,1368042007,https://storage.googleapis.com/du-prd/books/images/9781368042000.jpg,2022-01-25
TASTE,Stanley Tucci,Gallery,"The award-winning actor reflects on his career, Italian-American heritage, meals and mishaps.",True,14.0,1982168013,https://storage.googleapis.com/du-prd/books/images/9781982168018.jpg,2022-01-25
THE REAL ANTHONY FAUCI,Robert F. Kennedy Jr.,Skyhorse,The anti-vaccine advocate gives his take on the chief medical advisor to the president.,True,8.0,1510766804,https://storage.googleapis.com/du-prd/books/images/9781510766808.jpg,2022-01-25
ENOUGH ALREADY,Valerie Bertinelli,Harvest,The actress and TV personality describes her personal setbacks and difficult journey to self-acceptance.,True,,035856736X,https://storage.googleapis.com/du-prd/books/images/9780358567363.jpg,2022-02-01
THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin,"How trauma affects the body and mind, and innovative treatments for recovery.",True,74.0,0670785938,https://storage.googleapis.com/du-prd/books/images/9780670785933.jpg,2022-02-01
THE BETRAYAL OF ANNE FRANK,Rosemary Sullivan,Harper,New technology was used to investigate who revealed the location of Anne Frank and her family to the Nazis.,True,,0062892355,https://storage.googleapis.com/du-prd/books/images/9780062892355.jpg,2022-02-01
THE 1619 PROJECT,"edited Nikole Hannah-Jones, Caitlin Roper, Ilena Silverman and Jake Silverstein",One World,"Viewing America’s entanglement with slavery and its legacy, in essays adapted and expanded from The New York Times Magazine.",True,10.0,0593230574,https://storage.googleapis.com/du-prd/books/images/9780593230572.jpg,2022-02-01
UNTHINKABLE,Jamie Raskin,Harper,The Maryland congressman describes leading the impeachment effort against the former president shortly after his son’s death by suicide and the insurrection at the Capitol.,True,3.0,0063209780,https://storage.googleapis.com/du-prd/books/images/9780063209787.jpg,2022-02-01
CRYING IN H MART,Michelle Zauner,Knopf,"The daughter of a Korean mother and Jewish-American father, and leader of the indie rock project Japanese Breakfast, describes creating her own identity after losing her mother to cancer.",True,17.0,0525657746,https://storage.googleapis.com/du-prd/books/images/9780525657743.jpg,2022-02-01
GREENLIGHTS,Matthew McConaughey,Crown,The Academy Award-winning actor shares snippets from the diaries he kept over the last 35 years.,True,53.0,0593139135,https://storage.googleapis.com/du-prd/books/images/9780593139134.jpg,2022-02-01
WILL,Will Smith with Mark Manson,Penguin Press,"The actor, producer and musician tells his life story and lessons he learned along the way.",True,11.0,1984877925,https://storage.googleapis.com/du-prd/books/images/9781984877925.jpg,2022-02-01
ALL ABOUT LOVE,bell hooks,Morrow,The late feminist icon explores the causes of a polarized society and the meaning of love.,True,6.0,0060959479,https://storage.googleapis.com/du-prd/books/images/9780060959470.jpg,2022-02-01
THE STORYTELLER,Dave Grohl,Dey Street,A memoir by the musician known for his work with Foo Fighters and Nirvana.,True,16.0,0063076098,https://storage.googleapis.com/du-prd/books/images/9780063076099.jpg,2022-02-01
BLOOD IN THE GARDEN,Chris Herring,Atria,A senior writer for Sports Illustrated gives a history of the New York Knicks during the 1990s.,True,,1982132116,https://storage.googleapis.com/du-prd/books/images/9781982132118.jpg,2022-02-01
BRAIDING SWEETGRASS,Robin Wall Kimmerer,Milkweed Editions,A botanist and member of the Citizen Potawatomi Nation espouses having an understanding and appreciation of plants and animals.,True,26.0,1571313567,https://storage.googleapis.com/du-prd/books/images/9781571313560.jpg,2022-02-01
UNTAMED,Glennon Doyle,Dial,The activist and public speaker describes her journey of listening to her inner voice.,True,83.0,1984801252,https://storage.googleapis.com/du-prd/books/images/9781984801258.jpg,2022-02-01
TASTE,Stanley Tucci,Gallery,"The award-winning actor reflects on his career, Italian-American heritage, meals and mishaps.",True,15.0,1982168013,https://storage.googleapis.com/du-prd/books/images/9781982168018.jpg,2022-02-01
JUST PURSUIT,Laura Coates,Simon & Schuster,The CNN senior legal analyst and former assistant U.S. attorney for the District of Columbia describes how our legal system treats Black people differently.,True,,1982173769,https://storage.googleapis.com/du-prd/books/images/9781982173760.jpg,2022-02-01
RED-HANDED,Peter Schweizer,Harper,The author of “Profiles in Corruption” portrays a conspiracy of how the Chinese government might infiltrate American institutions.,True,,0063061147,https://storage.googleapis.com/du-prd/books/images/9780063061149.jpg,2022-02-08
HOW TO BE PERFECT,Michael Schur,Simon & Schuster,The creator of “The Good Place” incorporates works by various philosophers to examine ethical questions and moral issues.,True,,1982159316,https://storage.googleapis.com/du-prd/books/images/9781982159313.jpg,2022-02-08
THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin,"How trauma affects the body and mind, and innovative treatments for recovery.",True,75.0,0670785938,https://storage.googleapis.com/du-prd/books/images/9780670785933.jpg,2022-02-08
THE 1619 PROJECT,"edited Nikole Hannah-Jones, Caitlin Roper, Ilena Silverman and Jake Silverstein",One World,"Viewing America’s entanglement with slavery and its legacy, in essays adapted and expanded from The New York Times Magazine.",True,11.0,0593230574,https://storage.googleapis.com/du-prd/books/images/9780593230572.jpg,2022-02-08
ENOUGH ALREADY,Valerie Bertinelli,Harvest,The actress and TV personality describes her personal setbacks and difficult journey to self-acceptance.,True,2.0,035856736X,https://storage.googleapis.com/du-prd/books/images/9780358567363.jpg,2022-02-08
SOUTH TO AMERICA,Imani Perry,Ecco,A wide-ranging collection of stories and histories based in the American South that also illuminate the country as a whole.,True,,0062977407,https://storage.googleapis.com/du-prd/books/images/9780062977403.jpg,2022-02-08
THE BETRAYAL OF ANNE FRANK,Rosemary Sullivan,Harper,New technology was used to investigate who revealed the location of Anne Frank and her family to the Nazis.,True,2.0,0062892355,https://storage.googleapis.com/du-prd/books/images/9780062892355.jpg,2022-02-08
TASTE,Stanley Tucci,Gallery,"The award-winning actor reflects on his career, Italian-American heritage, meals and mishaps.",True,16.0,1982168013,https://storage.googleapis.com/du-prd/books/images/9781982168018.jpg,2022-02-08
CRYING IN H MART,Michelle Zauner,Knopf,"The daughter of a Korean mother and Jewish-American father, and leader of the indie rock project Japanese Breakfast, describes creating her own identity after losing her mother to cancer.",True,18.0,0525657746,https://storage.googleapis.com/du-prd/books/images/9780525657743.jpg,2022-02-08
WILL,Will Smith with Mark Manson,Penguin Press,"The actor, producer and musician tells his life story and lessons he learned along the way.",True,12.0,1984877925,https://storage.googleapis.com/du-prd/books/images/9781984877925.jpg,2022-02-08
BRAIDING SWEETGRASS,Robin Wall Kimmerer,Milkweed Editions,A botanist and member of the Citizen Potawatomi Nation espouses having an understanding and appreciation of plants and animals.,True,27.0,1571313567,https://storage.googleapis.com/du-prd/books/images/9781571313560.jpg,2022-02-08
UNTHINKABLE,Jamie Raskin,Harper,The Maryland congressman describes leading the impeachment effort against the former president shortly after his son’s death by suicide and the insurrection at the Capitol.,True,4.0,0063209780,https://storage.googleapis.com/du-prd/books/images/9780063209787.jpg,2022-02-08
THE STORYTELLER,Dave Grohl,Dey Street,A memoir by the musician known for his work with Foo Fighters and Nirvana.,True,17.0,0063076098,https://storage.googleapis.com/du-prd/books/images/9780063076099.jpg,2022-02-08
ALL ABOUT LOVE,bell hooks,Morrow,The late feminist icon explores the causes of a polarized society and the meaning of love.,True,7.0,0060959479,https://storage.googleapis.com/du-prd/books/images/9780060959470.jpg,2022-02-08
GREENLIGHTS,Matthew McConaughey,Crown,The Academy Award-winning actor shares snippets from the diaries he kept over the last 35 years.,True,54.0,0593139135,https://storage.googleapis.com/du-prd/books/images/9780593139134.jpg,2022-02-08
RED-HANDED,Peter Schweizer,Harper,The author of “Profiles in Corruption” portrays a conspiracy of how the Chinese government might infiltrate American institutions.,True,2.0,0063061147,https://storage.googleapis.com/du-prd/books/images/9780063061149.jpg,2022-02-15
THE 1619 PROJECT,"edited Nikole Hannah-Jones, Caitlin Roper, Ilena Silverman and Jake Silverstein",One World,"Viewing America’s entanglement with slavery and its legacy, in essays adapted and expanded from The New York Times Magazine.",True,12.0,0593230574,https://storage.googleapis.com/du-prd/books/images/9780593230572.jpg,2022-02-15
THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin,"How trauma affects the body and mind, and innovative treatments for recovery.",True,76.0,0670785938,https://storage.googleapis.com/du-prd/books/images/9780670785933.jpg,2022-02-15
THE POWER OF REGRET,Daniel H. Pink,Riverhead,A look at four core regrets and potential strategies to make them a positive force.,True,,0735210659,https://storage.googleapis.com/du-prd/books/images/9780735210653.jpg,2022-02-15
HOW TO BE PERFECT,Michael Schur,Simon & Schuster,The creator of “The Good Place” incorporates works by various philosophers to examine ethical questions and moral issues.,True,2.0,1982159316,https://storage.googleapis.com/du-prd/books/images/9781982159313.jpg,2022-02-15
CRYING IN H MART,Michelle Zauner,Knopf,"The daughter of a Korean mother and Jewish-American father, and leader of the indie rock project Japanese Breakfast, describes creating her own identity after losing her mother to cancer.",True,19.0,0525657746,https://storage.googleapis.com/du-prd/books/images/9780525657743.jpg,2022-02-15
UNTAMED,Glennon Doyle,Dial,The activist and public speaker describes her journey of listening to her inner voice.,True,84.0,1984801252,https://storage.googleapis.com/du-prd/books/images/9781984801258.jpg,2022-02-15
DILLA TIME,Dan Charnas,MCD,"The life, work and cultural influence of the late hip-hop producer J Dilla.",True,,0374139946,https://storage.googleapis.com/du-prd/books/images/9780374139940.jpg,2022-02-15
ENOUGH ALREADY,Valerie Bertinelli,Harvest,The actress and TV personality describes her personal setbacks and difficult journey to self-acceptance.,True,3.0,035856736X,https://storage.googleapis.com/du-prd/books/images/9780358567363.jpg,2022-02-15
THE BETRAYAL OF ANNE FRANK,Rosemary Sullivan,Harper,New technology was used to investigate who revealed the location of Anne Frank and her family to the Nazis.,True,3.0,0062892355,https://storage.googleapis.com/du-prd/books/images/9780062892355.jpg,2022-02-15
WILL,Will Smith with Mark Manson,Penguin Press,"The actor, producer and musician tells his life story and lessons he learned along the way.",True,13.0,1984877925,https://storage.googleapis.com/du-prd/books/images/9781984877925.jpg,2022-02-15
ALL ABOUT LOVE,bell hooks,Morrow,The late feminist icon explores the causes of a polarized society and the meaning of love.,True,8.0,0060959479,https://storage.googleapis.com/du-prd/books/images/9780060959470.jpg,2022-02-15
SOUTH TO AMERICA,Imani Perry,Ecco,A wide-ranging collection of stories and histories based in the American South that also illuminate the country as a whole.,True,2.0,0062977407,https://storage.googleapis.com/du-prd/books/images/9780062977403.jpg,2022-02-15
BRAIDING SWEETGRASS,Robin Wall Kimmerer,Milkweed Editions,A botanist and member of the Citizen Potawatomi Nation espouses having an understanding and appreciation of plants and animals.,True,28.0,1571313567,https://storage.googleapis.com/du-prd/books/images/9781571313560.jpg,2022-02-15
GREENLIGHTS,Matthew McConaughey,Crown,The Academy Award-winning actor shares snippets from the diaries he kept over the last 35 years.,True,55.0,0593139135,https://storage.googleapis.com/du-prd/books/images/9780593139134.jpg,2022-02-15
RED-HANDED,Peter Schweizer,Harper,The author of “Profiles in Corruption” portrays a conspiracy of how the Chinese government might infiltrate American institutions.,True,3.0,0063061147,https://storage.googleapis.com/du-prd/books/images/9780063061149.jpg,2022-02-22
THE NINETIES,Chuck Klosterman,Penguin Press,An overview of the cultural and historical impact of the 1990s.,True,,0735217955,https://storage.googleapis.com/du-prd/books/images/9780735217959.jpg,2022-02-22
THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin,"How trauma affects the body and mind, and innovative treatments for recovery.",True,77.0,0670785938,https://storage.googleapis.com/du-prd/books/images/9780670785933.jpg,2022-02-22
THE 1619 PROJECT,"edited Nikole Hannah-Jones, Caitlin Roper, Ilena Silverman and Jake Silverstein",One World,"Viewing America’s entanglement with slavery and its legacy, in essays adapted and expanded from The New York Times Magazine.",True,13.0,0593230574,https://storage.googleapis.com/du-prd/books/images/9780593230572.jpg,2022-02-22
EDUCATED,Tara Westover,Random House,"The daughter of survivalists, who is kept out of school, educates herself enough to leave home for university.",True,128.0,0399590501,https://storage.googleapis.com/du-prd/books/images/9780399590504.jpg,2022-02-22
ORIGIN,Jennifer Raff,Twelve,"Using genetic data, an anthropologist traces the lineage of the first people to populate the Americas and the routes that they took.",True,,1538749718,https://storage.googleapis.com/du-prd/books/images/9781538749715.jpg,2022-02-22
STOLEN FOCUS,Johann Hari,Crown,Potential causes for diminishing attention spans and how corporations might raid our attention for profit.,True,,0593138511,https://storage.googleapis.com/du-prd/books/images/9780593138519.jpg,2022-02-22
HOW TO BE PERFECT,Michael Schur,Simon & Schuster,The creator of “The Good Place” incorporates works by various philosophers to examine ethical questions and moral issues.,True,3.0,1982159316,https://storage.googleapis.com/du-prd/books/images/9781982159313.jpg,2022-02-22
CRYING IN H MART,Michelle Zauner,Knopf,"The daughter of a Korean mother and Jewish-American father, and leader of the indie rock project Japanese Breakfast, describes creating her own identity after losing her mother to cancer.",True,20.0,0525657746,https://storage.googleapis.com/du-prd/books/images/9780525657743.jpg,2022-02-22
WILL,Will Smith with Mark Manson,Penguin Press,"The actor, producer and musician tells his life story and lessons he learned along the way.",True,14.0,1984877925,https://storage.googleapis.com/du-prd/books/images/9781984877925.jpg,2022-02-22
ALL ABOUT LOVE,bell hooks,Morrow,The late feminist icon explores the causes of a polarized society and the meaning of love.,True,9.0,0060959479,https://storage.googleapis.com/du-prd/books/images/9780060959470.jpg,2022-02-22
THE BETRAYAL OF ANNE FRANK,Rosemary Sullivan,Harper,New technology was used to investigate who revealed the location of Anne Frank and her family to the Nazis.,True,4.0,0062892355,https://storage.googleapis.com/du-prd/books/images/9780062892355.jpg,2022-02-22
GREENLIGHTS,Matthew McConaughey,Crown,The Academy Award-winning actor shares snippets from the diaries he kept over the last 35 years.,True,56.0,0593139135,https://storage.googleapis.com/du-prd/books/images/9780593139134.jpg,2022-02-22
BRAIDING SWEETGRASS,Robin Wall Kimmerer,Milkweed Editions,A botanist and member of the Citizen Potawatomi Nation espouses having an understanding and appreciation of plants and animals.,True,29.0,1571313567,https://storage.googleapis.com/du-prd/books/images/9781571313560.jpg,2022-02-22
THE STORYTELLER,Dave Grohl,Dey Street,A memoir by the musician known for his work with Foo Fighters and Nirvana.,True,18.0,0063076098,https://storage.googleapis.com/du-prd/books/images/9780063076099.jpg,2022-02-22
FROM STRENGTH TO STRENGTH,Arthur C. Brooks,Portfolio,A columnist for The Atlantic espouses ways to shift priorities and habits to overcome waning abilities in later life.,True,,059319148X,https://storage.googleapis.com/du-prd/books/images/9780593191484.jpg,2022-03-01
THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin,"How trauma affects the body and mind, and innovative treatments for recovery.",True,78.0,0670785938,https://storage.googleapis.com/du-prd/books/images/9780670785933.jpg,2022-03-01
RED-HANDED,Peter Schweizer,Harper,The author of “Profiles in Corruption” portrays a conspiracy of how the Chinese government might infiltrate American institutions.,True,4.0,0063061147,https://storage.googleapis.com/du-prd/books/images/9780063061149.jpg,2022-03-01
THE 1619 PROJECT,"edited Nikole Hannah-Jones, Caitlin Roper, Ilena Silverman and Jake Silverstein",One World,"Viewing America’s entanglement with slavery and its legacy, in essays adapted and expanded from The New York Times Magazine.",True,14.0,0593230574,https://storage.googleapis.com/du-prd/books/images/9780593230572.jpg,2022-03-01
THE NINETIES,Chuck Klosterman,Penguin Press,An overview of the cultural and historical impact of the 1990s.,True,2.0,0735217955,https://storage.googleapis.com/du-prd/books/images/9780735217959.jpg,2022-03-01
THE SPLENDID AND THE VILE,Erik Larson,Crown,An examination of the leadership of the prime minister Winston Churchill.,True,34.0,0385348711,https://storage.googleapis.com/du-prd/books/images/9780385348713.jpg,2022-03-01
EDUCATED,Tara Westover,Random House,"The daughter of survivalists, who is kept out of school, educates herself enough to leave home for university.",True,129.0,0399590501,https://storage.googleapis.com/du-prd/books/images/9780399590504.jpg,2022-03-01
CRYING IN H MART,Michelle Zauner,Knopf,"The daughter of a Korean mother and Jewish-American father, and leader of the indie rock project Japanese Breakfast, describes creating her own identity after losing her mother to cancer.",True,21.0,0525657746,https://storage.googleapis.com/du-prd/books/images/9780525657743.jpg,2022-03-01
ALL ABOUT LOVE,bell hooks,Morrow,The late feminist icon explores the causes of a polarized society and the meaning of love.,True,10.0,0060959479,https://storage.googleapis.com/du-prd/books/images/9780060959470.jpg,2022-03-01
WILL,Will Smith with Mark Manson,Penguin Press,"The actor, producer and musician tells his life story and lessons he learned along the way.",True,15.0,1984877925,https://storage.googleapis.com/du-prd/books/images/9781984877925.jpg,2022-03-01
GREENLIGHTS,Matthew McConaughey,Crown,The Academy Award-winning actor shares snippets from the diaries he kept over the last 35 years.,True,57.0,0593139135,https://storage.googleapis.com/du-prd/books/images/9780593139134.jpg,2022-03-01
STOLEN FOCUS,Johann Hari,Crown,Potential causes for diminishing attention spans and how corporations might raid our attention for profit.,True,2.0,0593138511,https://storage.googleapis.com/du-prd/books/images/9780593138519.jpg,2022-03-01
WATERGATE,Garrett M. Graff,Avid Reader,A narrative account of the persons and events connected to the Watergate scandal using newly public documents and transcripts.,True,,1982139161,https://storage.googleapis.com/du-prd/books/images/9781982139162.jpg,2022-03-01
BRAIDING SWEETGRASS,Robin Wall Kimmerer,Milkweed Editions,A botanist and member of the Citizen Potawatomi Nation espouses having an understanding and appreciation of plants and animals.,True,30.0,1571313567,https://storage.googleapis.com/du-prd/books/images/9781571313560.jpg,2022-03-01
HOW TO BE PERFECT,Michael Schur,Simon & Schuster,The creator of “The Good Place” incorporates works by various philosophers to examine ethical questions and moral issues.,True,4.0,1982159316,https://storage.googleapis.com/du-prd/books/images/9781982159313.jpg,2022-03-01
